,sents,sentiments,topics
1732,"giáo viên nhiệt tình , truyền đạt tốt .",2,0
1733,"không nên "" hù dọa "" sinh viên ở phía trước mỗi bài toán mà phải biến nó thành đơn giản để thực thi bài toán giảng viên cần phải làm những bài tập mẫu hơn là cho mấy trăm bài tập .",0,1
1734,cách dạy của giáo viên rất tốt .,2,0
1735,dạy hơi nhanh quá .,0,0
1736,"anh wzjwz278 như một người bạn vậy , rất gần gũi , thoải mái khi giao tiếp với sinh viên , kiến thức học được từ anh rất đầy đủ .",2,0
1737,thầy lên lớp không đúng thời gian và không quan tâm sinh viên .,0,0
1738,em thấy phòng thư viện tầng trên mà bọn em học không hề phù hợp với việc học anh văn vì thiết kế bảng và hệ thống máy tính khiến bọn em cứ phải mỏi cổ ngoảnh sang trái hoặc sang phải suốt cả buổi học vì bọn em cũng chả dùng máy tính để làm gì trong giờ học anh văn cả .,0,1
1739,thân thiện với sinh viên .,2,0
1740,"cập nhật tính thời sự trong môn học , cung cấp tài liệu đọc thêm bổ ích .",2,1
1741,"giảng viên dạy rất buồn ngủ , không thu hút sinh viên vào bài giảng .",0,0
1742,giọng hơi khó nghe .,0,0
1743,"giáo trình tốt , kiến thức trọng tâm .",2,1
1744,cô rất dễ thương và được nhiều sinh viên yêu quý ạ .,2,0
1745,cô dạy khá dễ hiểu và cô khá thoải mái .,2,0
1746,hoàn toàn không hài lòng với cách đánh giá của thầy .,0,0
1747,không có gì cả ạ .,1,3
1748,thầy dạy buồn ngủ .,0,0
1749,giảng viên trợ giúp nhiệt tình .,2,0
1750,qua đó sẽ hiểu được thật sâu và rõ những lý thuyết đã được học .,2,1
1751,giảng viên thường không lên lớp nếu có lên lớp thì chỉ ngồi lỳ một chổ không giảng bài hay hướng dẫn sinh viên thực hành .,0,0
1752,"thầy wzjwz262 nhiệt tình , truyền đạt tốt kiến thức , giới thiệu thêm nhiều nguồn tài liệu cho sinh viên .",2,0
1753,mục tiêu môn học nên đặt ra là doubledot sinh viên được giới thiệu những gì .,0,1
1754,"thầy dạy rất hay , kiến thức rất thực tế , theo sát sinh viên từng bước một , hướng dẫn tận tình tận tâm , truyền đặt kiến thức dễ hiểu , thuyết phục .",2,0
1755,"lớp hay nghỉ , giáo viên chưa tận tình lắm .",0,0
1756,"nhiệt tình , thầy dạy kỹ .",2,0
1757,thầy dạy không tạo được sự hứng thú .,0,0
1758,thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác .,2,0
1759,"giáo viên tận tâm , nhiệt tình , cách truyền đạt dễ tiếp thu .",2,0
1760,"thầy ví dụ thực tiễn , đáp ứng yêu cầu thực hành .",2,0
1761,"giảng viên tận tâm , tạo sự chủ động trong học tập cho người học .",2,0
1762,thầy thân thiện dạy nhiệt tình .,2,0
1763,đủ tài liệu .,2,0
1764,cách chấm điểm các bài thực hành thông qua quay video thực sự chưa đánh giá đúng khả năng của sinh viên .,0,0
1765,viết quá nhiều .,0,0
1766,"thầy đi dạy luôn đảm bảo thời gian , giải đáp thắc mắc rất nhiệt tình , ra trễ hơn các môn khác từ 15 - 25 phút .",2,0
1767,thầy thường xuyên cho nghỉ trước khi kết thúc giờ học .,0,0
1768,em muốn môn học gần với thực tế qua các ví dụ .,0,1
1769,"giảng dễ hiểu , vui tính và rất thân thiện với sinh viên .",2,0
1770,em có ý kiến là nên hủy môn vật lý kỹ thuật .,0,0
1771,giảng dạy tích cực .,2,0
1772,"sự hướng dẫn thực hành tận tâm , nhiệt tình .",2,0
1773,hy vọng học kỳ tới thầy có thể kết thúc buổi học đúng giờ .,0,0
1774,"giờ thực hành quá ít , bài tập thực hành hằng tuần đều đó , giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp .",0,1
1775,giảng viên có kiến thức chuyên sâu về môn học .,2,0
1776,"nhiệt tình , có tâm huyết .",2,0
1777,"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác .",0,1
1778,giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .,0,0
1779,"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính .",0,1
1780,tận tâm tận tình .,2,0
1781,cô giải thích các vấn đề sinh viên đưa ra khá chi tiết !,2,0
1782,nội dung nhập nhằng .,0,1
1783,cô nên hoạt động trên website môn học nhiều hơn .,0,0
1784,"giảng viên hướng dẫn nhiệt tình , chi tiết .",2,0
1785,các thành viên dễ gán kết hơn và có trách nhiệm hơn .,0,1
1786,sử dụng hiệu quả thời gian lên lớp .,2,0
1787,"sự nhiệt tình , tận tâm của giảng viên .",2,0
1788,dạy chi tiết .,2,0
1789,"giảng viên dạy rất nhiệt tình , phản hồi trực tiếp , gián tiếp thắc mắc của sinh viên rất tích cực .",2,0
1790,thay đổi hình thức đánh giá môn học .,0,1
1791,cho bài tập hay .,2,1
1792,cần bổ sung phần kiến thức pattern severside .,0,1
1793,điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy .,0,0
1794,giao đề tài thiếu công bằng .,0,0
1795,dễ gây nhàm chán .,0,3
1796,thầy dạy rất vui rất kỹ .,2,0
1797,"phòng học còn nóng và bụi bặm , máy chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ , đề nghị khắc phục vấn đề này .",0,2
1798,cô giảng còn hơi khó hiểu .,0,0
1799,khả năng truyền đạt tốt .,2,0
1800,mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .,0,1
1801,"giảng viên giảng hay , giúp sinh viên tiếp thu kiến thức hiệu quả .",2,0
1802,giảng đường quá nóng .,0,2
1803,"giảng dạy tốt , nhiệt tình chỉ bảo sinh viên .",2,0
1804,"thầy wzjwz81 là một giảng viên rất tâm huyết với sinh viên , thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ .",2,0
1805,"thầy dạy nhiệt tình , áp dụng nhiều bài tập , dễ hiểu .",2,0
1806,"đa số giảng sơ sài , chủ yếu là lước qua .",0,0
1807,cho mượn kit về nhà đẻ thực hành .,0,1
1808,"yêu cầu đối với sinh viên cao , nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết .",0,0
1809,chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành của lớp một lần nào .,0,0
1810,thầy không dạy lý thuyết mà chỉ nói sơ qua về một số bài tập nên em không biết nhận xét gì về thầy .,0,0
1811,làm việc nhóm nhiều .,2,1
1812,nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .,0,1
1813,khả năng tương tác chưa tốt .,0,0
1814,thầy khá đúng giờ .,2,0
1815,"nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính .",2,0
1816,nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop .,0,2
1817,có bài tập cuối giờ .,1,1
1818,không có buổi học bù nào .,0,1
1819,đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .,0,3
1820,giảng viên giảng bài dễ hiểu .,2,0
1821,làm phim khó quá thầy ạ .,0,0
1822,em rất hài lòng về phương pháp giảng dạy của thầy ạ .,2,0
1823,cô wzjwz6 rất nhiệt tình .,2,0
1824,giảng viên rất có tâm huyết .,2,0
1825,tất cả các hoạt động trên lớp .,1,3
1826,sự tận tình đối với học viên .,2,0
1827,đến lớp dúng giờ !,1,1
1828,có một số phần giảng viên giải thích hơi khó hiểu .,0,1
1829,"nâng cao trang thiết bị phòng học doubledot máy chiếu , quạt .",0,2
1830,"khả năng truyền đạt không tốt , kiến thức chưa đạt .",0,0
1831,thầy vui tính và thân thiện với sinh viên .,2,0
1832,"giáo viên hướng dẫn thực hành đến lớp trễ , và chưa hướng dẫn sâu sắc để sinh viên dễ dàng nắm được bài .",0,0
1833,"giảng không hiểu , nói nhiều .",0,0
1834,cô rất tận tình với sinh viên .,2,0
1835,"thầy giảng bài tận tâm , nhiệt tình .",2,0
1836,"thầy dạy rất hay , hài hước trong công việc .",2,0
1837,"thiếu nhiệt tình , ít làm bài tập .",0,0
1838,"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng .",0,3
1839,"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào .",0,1
1840,"giảng viên vui vẻ , tận tình .",2,0
1841,thầy không dạy nhưng báo trước rất sát giờ và thầy rất hay nghỉ dạy .,0,0
1842,"thầy dạy hay , vui nhiều phần thầy bồ sung có tính thực tiễn cao .",2,0
1843,"giảng viên nhiệt tình , quan tâm đến sinh viên , hiền .",2,0
1844,nhiệt tình tâm huyết .,2,0
1845,"dùng những công nghệ phổ biến , nên tham khảo khung chương trình của khoa để biết sinh viên đã biết được những gì rồi .",0,0
1846,"tốt , dễ hiểu .",2,0
1847,thầy dạy rất dễ hiểu sinh động .,2,0
1848,em không thích cách giảng dạy của thầy wzjwz86 cho lắm .,0,0
1849,giáo viên vui vẻ .,2,0
1850,"cần có nhiều tài liệu để học hơn , có các trò chơi để sinh viên dễ hiểu bài hơn .",0,1
1851,chưa có nhiều kinh nghiệm về kiến thức .,0,1
1852,"cô dạy kỹ , vui tính , quan tâm sinh viên .",2,0
1853,đôi lúc chưa đi sâu vào vấn đề giảng dạy .,0,0
1854,có nhiều bài vận dụng .,2,0
1855,giảng viên nghỉ 3 ngày không có lý do .,0,0
1856,"giảng viên cung cấp đủ kiến thức cần thiết để hiểu rõ phần lý thuyết để thực hành , có các ví dụ mẫu để sinh viên tham khảo .",2,0
1857,chưa giúp sinh viên có thể làm việc nhóm với nhau .,0,0
1858,nói chung là thầy quá tuyệt luôn ạ .,2,0
1859,không biết .,1,3
1860,nội dung môn học đầy đủ .,2,1
1861,hướng dẫn học sinh giải bài tập tốt .,2,0
1862,"cảm ơn cô đã nhiệt tình hỗ trợ tụi em , giảng lại các nội dung mà thầy lý thuyết lướt qua .",2,0
1863,cô nói rất nhỏ .,0,0
1864,sử dụng máy chiếu slide ví dụ cụ thể hơn .,0,2
1865,không nắm vững được kiến thức môn học .,0,1
1866,thú vị .,2,3
1867,thầy dễ tính .,2,0
1868,"hòa đồng , thân thiện với sinh viên .",2,0
1869,"tận tâm , giảng dạy tốt .",2,0
1870,"thầy nhiệt tình , đi dạy đầy đủ , vui vẻ .",2,0
1871,thầy giảng rất hay .,2,0
1872,"đề nghị cô xem lại tài liệu giảng dạy của mình , slide nên đầu tư kỹ hơn .",0,0
1873,"thầy rất tận tâm , quan tâm tới sinh viên .",2,0
1874,vâng không có ý kiến gì thêm .,1,3
1875,có nhiều kiến thức mở rộng .,2,1
1876,"tránh tình trạng giảng viên đang dạy thì hết phấn , micro hết pin .",0,2
1877,"em thành thật chia sẻ , khoa nên bỏ môn học này .",0,1
1878,giảng viên chỉ đọc lướt qua slide bài giảng rồi giao bài tập .,0,0
1879,giáo viên giảng bài hơi khó hiểu và không có tài liệu tham khảo trên moodle .,0,0
1880,"giảng dạy nhiệt tình , luôn đổi mới nội dung .",2,0
1881,"đầu tư phòng lab thực hành trên thiết bị thật , có quy mô .",0,2
1882,hay nhiệt tình năng nổ truyền đạt dễ hiểu .,2,0
1883,thầy chuẩn bị bài giảng rất đầy đủ .,2,0
1884,"thầy rất vui tính , giảng dạy rất hay !",2,0
1885,cách dạy hơi khó hiểu .,0,0
1886,"thầy không nên cho code trước mà nên để sinh viên tự làm , như vậy sinh viên sẽ nhớ lâu hơn .",0,0
1887,cô tận tình .,2,0
1888,hay điểm danh sớm .,0,0
1889,hơi khó tiếp thu .,0,3
1890,giảng viên cho quá nhiều bài tập nhưng lại ít hướng dẫn và giải .,0,0
1891,thầy có thể giảng sâu hơn về trọng tâm của bài hơn một chút nữa được không ạ .,0,0
1892,cô quá tuyệt vời .,2,0
1893,nhưng thầy cũng cho thời gian hỏi lại những điều chưa hiểu .,2,0
1894,"phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",0,2
1895,giảng viên đã dạy tốt .,2,0
1896,"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",0,0
1897,thầy dạy rất hay và rất vui .,2,0
1898,thực hành chỉ cần sử dụng hình thức 2 .,0,1
1899,nên có thêm ví dụ cụ thể của giảng viên cho từng dạng toán thay vì chỉ sửa bài tập của sinh viên .,0,0
1900,"em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .",0,1
1901,lấy ví dụ từ thực tế dễ hiểu !,2,0
1902,"thầy nên cập nhật những kiến thức mới , thay vì vẫn sử dụng những nội dung kiến thức cũ .",0,0
1903,"giảng dạy tích cực , hiệu quả .",2,0
1904,"thầy rất vui tính , có thể do thầy trẻ nên thầy hiểu được tụi em và có phương pháp dạy khá trẻ trung và hay .",2,0
